TimeStamp,Delta_TP9,Delta_AF7,Delta_AF8,Delta_TP10,Theta_TP9,Theta_AF7,Theta_AF8,Theta_TP10,Alpha_TP9,Alpha_AF7,Alpha_AF8,Alpha_TP10,Beta_TP9,Beta_AF7,Beta_AF8,Beta_TP10,Gamma_TP9,Gamma_AF7,Gamma_AF8,Gamma_TP10,RAW_TP9,RAW_AF7,RAW_AF8,RAW_TP10,AUX_RIGHT,AUX_LEFT,Accelerometer_X,Accelerometer_Y,Accelerometer_Z,Gyro_X,Gyro_Y,Gyro_Z,HeadBandOn,HSI_TP9,HSI_AF7,HSI_AF8,HSI_TP10,Battery,Elements
2024-02-10 18:34:54.588,0.8846953,0.092385486,-0.3197707,0.88981134,0.6481363,0.47529364,-0.18591957,0.7704826,0.6296484,1.1576638,0.011390028,0.71493745,0.3779287,1.6477717,0.6141219,0.5504858,0.10766643,1.1857039,0.43067002,0.4437954,792.1612,830.4396,797.3993,787.326,NaN,NaN,-0.43896484375,-0.0267333984375,0.87841796875,4.02252197265625,-0.91217041015625,4.88983154296875,1,1.0,1.0,1.0,1.0,100.00
2024-02-10 18:34:55.598,1.0107725,0.092385486,0.2632385,0.88981134,0.78150517,0.47529364,0.028686922,0.7704826,0.6296484,1.1576638,-0.17333573,0.71493745,0.36879942,1.6477717,-0.11389424,0.5504858,0.1008543,1.1857039,-0.37343925,0.4437954,792.1612,813.1135,794.17584,794.17584,NaN,NaN,-0.432861328125,-0.01806640625,0.8814697265625,4.02252197265625,-0.91217041015625,4.88983154296875,1,1.0,1.0,1.0,1.0,100.00
2024-02-10 18:34:55.890,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/muse/elements/blink
2024-02-10 18:34:56.512,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/muse/elements/blink
2024-02-10 18:34:56.613,0.723823,0.2775212,0.57918936,0.88981134,0.8714356,0.3206101,0.22472727,0.7704826,1.255722,0.81263673,0.42524126,0.71493745,0.46270257,1.4964684,0.19221067,0.5504858,0.27071407,1.197757,-0.14546674,0.4437954,812.71063,789.7436,811.9048,807.47253,NaN,NaN,-0.42974853515625,-0.039794921875,0.87884521484375,4.02252197265625,-0.91217041015625,4.88983154296875,1,1.0,1.0,1.0,1.0,100.00
2024-02-10 18:34:57.620,0.91750383,0.2775212,0.7621086,1.0086291,1.0195225,0.3206101,0.4254397,0.89939463,1.2485435,0.81263673,0.41719,0.80931205,0.56777155,1.4964684,0.3284681,0.26467007,0.12916163,1.197757,-0.09984792,-0.11928272,791.75824,772.4176,789.7436,786.1172,NaN,NaN,-0.43084716796875,-0.00994873046875,0.88812255859375,4.02252197265625,-0.91217041015625,4.88983154296875,1,1.0,1.0,1.0,1.0,100.00
2024-02-10 18:34:58.636,0.2089678,0.30785513,0.5172484,0.69434386,0.05180153,0.29972497,0.24749179,0.52560925,0.36726466,0.9671515,0.7892901,0.6592202,0.2817544,1.4065707,0.71475744,0.42882335,0.17348644,1.3371409,0.6522482,0.13738142,801.8315,766.77655,797.3993,796.99634,NaN,NaN,-0.43572998046875,0.01287841796875,0.88031005859375,4.02252197265625,-0.91217041015625,4.88983154296875,1,1.0,1.0,1.0,1.0,100.00
2024-02-10 18:34:58.938,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/muse/elements/blink
2024-02-10 18:34:59.648,0.18766187,0.07747376,0.66165197,0.9766387,0.06814131,0.49332494,0.46072626,0.60123473,0.15389264,0.90502936,0.6618712,0.68224686,0.14472017,1.4850364,0.60469216,0.6059087,0.17133355,1.3143407,0.3884149,0.19114569,784.90845,782.8938,817.9487,814.3223,NaN,NaN,-0.42755126953125,-0.05133056640625,0.88153076171875,4.02252197265625,-0.91217041015625,4.88983154296875,1,1.0,1.0,1.0,1.0,100.00
2024-02-10 18:35:00.162,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/muse/elements/blink
2024-02-10 18:35:00.652,0.23676774,0.07747376,0.9746744,1.1255488,0.025303924,0.49332494,0.72466403,0.7344189,0.1034952,0.90502936,0.65559804,0.67421037,0.15167859,1.4850364,0.30239597,0.70029175,0.1756031,1.3143407,-0.22348706,0.085357025,812.71063,777.6557,794.57874,798.20514,NaN,NaN,-0.42535400390625,-0.0474853515625,0.8857421875,4.02252197265625,-0.91217041015625,4.88983154296875,1,1.0,1.0,1.0,1.0,100.00
2024-02-10 18:35:01.666,0.23676774,-0.34299412,0.70306826,1.1255488,0.025303924,0.14661334,0.42673433,0.7344189,0.1034952,0.9462446,0.66202086,0.67421037,0.15167859,1.4545082,0.22149234,0.70029175,0.1756031,1.5858308,-0.13454176,0.085357025,648.71796,736.55676,842.52747,712.381,NaN,NaN,-0.4248046875,-0.0587158203125,0.8829345703125,4.02252197265625,-0.91217041015625,4.88983154296875,1,2.0,1.0,1.0,2.0,100.00
2024-02-10 18:35:01.896,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/muse/elements/blink
2024-02-10 18:35:02.412,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/muse/elements/blink
2024-02-10 18:35:02.674,0.23676774,-0.34299412,0.6462034,1.1255488,0.025303924,0.14661334,0.23153938,0.7344189,0.1034952,0.9462446,0.42476934,0.67421037,0.15167859,1.4545082,-0.09635618,0.70029175,0.1756031,1.5858308,-0.07980842,0.085357025,796.99634,792.96704,815.5311,807.47253,NaN,NaN,-0.42742919921875,0.048095703125,0.88958740234375,4.02252197265625,-0.91217041015625,4.88983154296875,1,2.0,1.0,1.0,2.0,100.00
2024-02-10 18:35:03.331,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/muse/elements/blink
2024-02-10 18:35:03.683,0.23676774,-0.3176798,0.8439262,1.1255488,0.025303924,0.08428934,0.407931,0.7344189,0.1034952,0.8360348,0.41121778,0.67421037,0.15167859,1.4411227,-0.12349537,0.70029175,0.1756031,1.5706241,-0.16483799,0.085357025,805.05493,793.36993,796.5934,806.6667,NaN,NaN,-0.42510986328125,-0.061279296875,0.88330078125,4.02252197265625,-0.91217041015625,4.88983154296875,1,2.0,1.0,1.0,2.0,100.00
2024-02-10 18:35:04.554,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/muse/elements/blink
2024-02-10 18:35:04.554,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/muse/elements/jaw_clench
2024-02-10 18:35:04.686,0.23676774,-0.3176798,1.2537545,1.1255488,0.025303924,0.08428934,0.91988957,0.7344189,0.1034952,0.8360348,0.71590745,0.67421037,0.15167859,1.4411227,0.57088125,0.70029175,0.1756031,1.5706241,0.020049218,0.085357025,762.74725,793.7729,817.1429,824.7985,NaN,NaN,-0.4345703125,-0.06304931640625,1.021484375,4.02252197265625,-0.91217041015625,4.88983154296875,1,2.0,1.0,1.0,2.0,100.00
2024-02-10 18:35:05.257,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/muse/elements/blink
2024-02-10 18:35:05.361,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/muse/elements/jaw_clench
2024-02-10 18:35:05.698,0.23676774,-0.3176798,1.087998,1.1255488,0.025303924,0.08428934,0.7717899,0.7344189,0.1034952,0.8360348,0.79629266,0.67421037,0.15167859,1.4411227,0.64717185,0.70029175,0.1756031,1.5706241,0.35491073,0.085357025,748.6447,801.8315,793.7729,820.7692,NaN,NaN,-0.4327392578125,-0.01690673828125,0.818115234375,4.02252197265625,-0.91217041015625,4.88983154296875,1,2.0,1.0,1.0,2.0,100.00
2024-02-10 18:35:05.760,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/muse/elements/blink
2024-02-10 18:35:06.714,0.23676774,-0.3176798,0.9921834,1.1255488,0.025303924,0.08428934,0.81011486,0.7344189,0.1034952,0.8360348,0.7461606,0.67421037,0.15167859,1.4411227,0.7297514,0.70029175,0.1756031,1.5706241,0.57888323,0.085357025,733.73627,753.8828,955.34796,771.6117,NaN,NaN,-0.4716796875,-0.0762939453125,0.82904052734375,4.02252197265625,-0.91217041015625,4.88983154296875,1,2.0,1.0,1.0,2.0,100.00
2024-02-10 18:35:07.730,0.23676774,-0.3176798,0.9921834,1.1255488,0.025303924,0.08428934,0.81011486,0.7344189,0.1034952,0.8360348,0.7461606,0.67421037,0.15167859,1.4411227,0.7297514,0.70029175,0.1756031,1.5706241,0.57888323,0.085357025,780.87915,828.4249,830.4396,794.9817,NaN,NaN,-0.44989013671875,-0.070556640625,0.86920166015625,4.02252197265625,-0.91217041015625,4.88983154296875,1,2.0,1.0,1.0,2.0,100.00
2024-02-10 18:35:08.731,0.23676774,-0.3176798,1.128885,1.1255488,0.025303924,0.08428934,0.6175538,0.7344189,0.1034952,0.8360348,0.52192706,0.67421037,0.15167859,1.4411227,0.28926528,0.70029175,0.1756031,1.5706241,-0.14224191,0.085357025,799.011,818.7546,817.1429,794.9817,NaN,NaN,-0.4427490234375,-0.06341552734375,0.875244140625,4.02252197265625,-0.91217041015625,4.88983154296875,1,2.0,1.0,1.0,2.0,100.00
2024-02-10 18:35:09.737,0.23676774,-0.3176798,0.79129255,1.1255488,0.025303924,0.08428934,0.40248728,0.7344189,0.1034952,0.8360348,0.545828,0.67421037,0.15167859,1.4411227,0.19436626,0.70029175,0.1756031,1.5706241,-0.024326947,0.085357025,775.2381,759.5238,788.1319,783.2967,NaN,NaN,-0.49700927734375,-0.07452392578125,0.83050537109375,4.02252197265625,-0.91217041015625,4.88983154296875,1,2.0,1.0,1.0,2.0,100.00
2024-02-10 18:35:10.741,0.23676774,-0.3176798,0.47880077,1.1255488,0.025303924,0.08428934,0.27300057,0.7344189,0.1034952,0.8360348,0.5284741,0.67421037,0.15167859,1.4411227,0.25552183,0.70029175,0.1756031,1.5706241,0.017458359,0.085357025,788.5348,805.05493,792.5641,802.6374,NaN,NaN,-0.4654541015625,-0.06842041015625,0.864013671875,4.02252197265625,-0.91217041015625,4.88983154296875,1,2.0,1.0,1.0,2.0,100.00
2024-02-10 18:35:11.743,0.8937204,-0.19527434,0.16915777,0.7304462,0.66245663,0.5112368,-0.049224503,0.46762946,0.6279847,1.0599409,0.28225762,0.6253678,0.83378845,1.5885441,0.15993194,0.31566477,0.48872164,1.4886652,-0.09529615,0.2187179,794.57874,788.5348,780.87915,792.1612,NaN,NaN,-0.4593505859375,-0.06280517578125,0.863525390625,4.02252197265625,-0.91217041015625,4.88983154296875,1,1.0,1.0,1.0,1.0,100.00
2024-02-10 18:35:12.751,0.23932454,-0.12948695,0.33573386,0.36988306,0.3406259,0.40192434,0.092522696,-0.0011130936,0.6476255,1.1134285,0.24820648,0.5465775,0.36324552,1.6712502,0.17555752,0.21792169,0.12810986,1.4533669,-0.08852654,0.049319897,794.57874,770.0,771.2088,801.8315,NaN,NaN,-0.45318603515625,-0.07421875,0.8648681640625,4.02252197265625,-0.91217041015625,4.88983154296875,1,1.0,1.0,1.0,1.0,100.00
2024-02-10 18:35:13.752,0.8865428,-0.058305256,0.7164186,0.5706272,0.32806617,0.25163963,0.1583278,0.078499876,0.7527727,0.8765469,-0.014055208,0.33834192,0.30609173,1.7353109,0.1755729,0.04809412,0.026284924,1.4421489,-0.12673815,-0.0894814,794.57874,807.8755,772.01465,794.17584,NaN,NaN,-0.4521484375,-0.0687255859375,0.8665771484375,4.02252197265625,-0.91217041015625,4.88983154296875,1,1.0,1.0,1.0,1.0,100.00
2024-02-10 18:35:14.757,1.170167,-0.058305256,0.5284654,0.9713487,0.33771625,0.25163963,-0.059185423,0.19774576,0.73934335,0.8765469,0.1724369,0.7652774,0.22486632,1.7353109,0.09191621,0.033786688,0.13800195,1.4421489,-0.24553631,-0.19344416,794.17584,813.5165,769.59705,789.34064,NaN,NaN,-0.44573974609375,-0.07025146484375,0.86907958984375,4.02252197265625,-0.91217041015625,4.88983154296875,1,1.0,1.0,1.0,1.0,100.00
2024-02-10 18:35:15.759,0.8220506,-0.058305256,0.4353518,0.9179738,0.08940058,0.25163963,0.1786564,0.28210047,0.6329287,0.8765469,0.239499,0.8097217,0.276578,1.7353109,0.054077312,0.17643839,0.043774467,1.4421489,-0.20324379,-0.268779,799.81683,781.685,776.04395,798.60803,NaN,NaN,-0.4437255859375,-0.069091796875,0.86907958984375,4.02252197265625,-0.91217041015625,4.88983154296875,1,1.0,1.0,1.0,1.0,100.00
2024-02-10 18:35:16.762,0.59277886,-0.058305256,0.43082806,0.4497204,0.2505905,0.25163963,0.37772092,0.26231015,0.595241,0.8765469,0.302552,0.6029465,0.23463352,1.7353109,-0.007775368,0.10735074,0.076855645,1.4421489,-0.1482615,-0.13979869,780.07324,762.74725,776.8498,786.1172,NaN,NaN,-0.44635009765625,-0.0716552734375,0.87042236328125,4.02252197265625,-0.91217041015625,4.88983154296875,1,1.0,1.0,1.0,1.0,100.00
2024-02-10 18:35:17.766,0.50561035,-0.117645144,0.15706623,0.5886134,0.06349603,0.689135,-0.035756554,-0.2710823,0.75793934,1.1798266,0.1625518,0.42253062,0.39005083,1.7153754,0.08172132,0.13236259,0.1283878,1.4154408,-0.15076567,-0.24505925,797.3993,789.34064,780.07324,791.75824,NaN,NaN,-0.44769287109375,-0.070556640625,0.87005615234375,4.02252197265625,-0.91217041015625,4.88983154296875,1,1.0,1.0,1.0,1.0,100.00
2024-02-10 18:35:18.769,0.15837982,0.18057439,-0.07671349,0.26300004,0.10922323,0.49582425,-0.116999395,-0.15071633,0.8062647,1.1472211,0.09527268,0.566722,0.3017234,1.6721879,0.14465915,0.23775803,0.09050665,1.3854595,-0.24312323,-0.31066126,793.36993,790.9524,789.7436,799.41394,NaN,NaN,-0.44207763671875,-0.067626953125,0.8726806640625,4.02252197265625,-0.91217041015625,4.88983154296875,1,1.0,1.0,1.0,1.0,100.00
2024-02-10 18:35:19.774,-0.09603125,0.2233328,-0.32312658,0.16687118,0.06171494,0.38777056,-0.33682695,0.04866728,0.6086526,1.072311,0.11978867,0.6505923,0.3411872,1.655591,0.033763815,0.15905029,-0.06056945,1.4008417,-0.09341272,-0.2705495,788.93774,774.43225,785.7143,796.5934,NaN,NaN,-0.44134521484375,-0.0726318359375,0.87158203125,4.02252197265625,-0.91217041015625,4.88983154296875,1,1.0,1.0,1.0,1.0,100.00
2024-02-10 18:35:20.787,0.027303416,0.1788125,-0.24806641,-0.13495201,0.1503138,0.5222974,-0.6927796,-0.05064698,0.9121734,1.0317857,0.14689629,0.7651393,0.18413636,1.7488062,0.1448998,0.059896316,0.15183991,1.5700496,-0.0434808,-0.23329808,778.0586,775.2381,789.34064,799.011,NaN,NaN,-0.4378662109375,-0.06854248046875,0.86968994140625,4.02252197265625,-0.91217041015625,4.88983154296875,1,1.0,1.0,1.0,1.0,100.00
2024-02-10 18:35:21.799,0.10173427,0.17268325,-0.024708081,0.13263841,-0.119407974,0.46527475,-0.640015,0.04759167,0.94285554,1.0007476,0.15593354,0.89827764,0.1958598,1.7616066,0.06305624,0.11712559,0.10936291,1.5857838,-0.14396052,-0.20148322,800.2198,780.4762,791.75824,794.17584,NaN,NaN,-0.43829345703125,-0.0621337890625,0.87744140625,4.02252197265625,-0.91217041015625,4.88983154296875,1,1.0,1.0,1.0,1.0,100.00
2024-02-10 18:35:22.801,0.2714993,0.20158702,-0.054157816,0.25888234,0.19571315,0.6964228,-0.327685,0.2652325,1.050107,0.9464249,0.20999269,0.93667233,0.20136535,1.5837139,-0.096598685,0.13369054,0.003336178,1.4060524,-0.288712,-0.1628311,795.38464,792.96704,794.9817,805.8608,NaN,NaN,-0.4393310546875,-0.06524658203125,0.8759765625,4.02252197265625,-0.91217041015625,4.88983154296875,1,1.0,1.0,1.0,1.0,100.00
2024-02-10 18:35:23.806,0.24732989,0.2129161,0.049232636,-0.015784282,0.46826082,0.56269115,-0.21191414,0.4699859,1.1013796,0.84146315,0.10147676,1.0543545,0.2973812,1.5650109,0.1680113,0.17081125,-0.19902746,1.4109203,-0.23641191,-0.36479422,770.0,782.0879,797.8022,790.54944,NaN,NaN,-0.43768310546875,-0.06976318359375,0.8721923828125,4.02252197265625,-0.91217041015625,4.88983154296875,1,1.0,1.0,1.0,1.0,100.00
2024-02-10 18:35:24.815,0.10196871,-0.49544114,-0.012008258,0.08504681,0.40713462,0.38182837,-0.20620759,0.32264933,1.0751776,1.0168571,0.06208626,1.0377427,0.1636686,1.6373118,0.18394244,0.1758721,-0.04714648,1.4719908,-0.19365172,-0.41359076,771.2088,795.78754,779.67035,774.43225,NaN,NaN,-0.43475341796875,-0.07318115234375,0.87054443359375,4.02252197265625,-0.91217041015625,4.88983154296875,1,1.0,4.0,1.0,1.0,100.00
2024-02-10 18:35:25.830,0.57612747,-0.2072564,0.34017423,0.47764206,0.31438333,0.62313,0.033025436,0.13290824,1.0296359,1.0383145,-0.1381617,0.9980755,0.1686445,1.7101234,0.109867685,-0.037562415,0.019263346,1.492386,-0.122943126,-0.27811617,791.75824,779.2674,788.93774,800.2198,NaN,NaN,-0.431640625,-0.064453125,0.8739013671875,4.02252197265625,-0.91217041015625,4.88983154296875,1,1.0,1.0,1.0,1.0,100.00
2024-02-10 18:35:26.832,0.6772651,0.07666001,0.4899937,-0.01687554,0.23151267,0.701954,-0.01270299,0.42124382,0.6317466,1.0314239,0.0049035293,0.770498,0.24107125,1.7236545,0.22248973,0.035642203,-0.21661086,1.499393,0.01831488,-0.058460098,775.2381,784.5055,792.1612,789.34064,NaN,NaN,-0.43255615234375,-0.0660400390625,0.8734130859375,4.02252197265625,-0.91217041015625,4.88983154296875,1,1.0,1.0,1.0,1.0,100.00
2024-02-10 18:35:27.837,0.82104355,0.07666001,0.5095628,0.5885482,0.21868329,0.701954,-0.0944071,0.30291128,0.7029384,1.0314239,0.16439916,0.7845056,0.3363806,1.7236545,0.09893909,0.18949434,-0.0076547493,1.499393,-0.16079204,-0.11219317,785.7143,791.75824,789.7436,801.4286,NaN,NaN,-0.43450927734375,-0.0716552734375,0.88043212890625,4.02252197265625,-0.91217041015625,4.88983154296875,1,1.0,1.0,1.0,1.0,100.00
2024-02-10 18:35:28.841,0.7233048,0.29059857,0.39338621,0.577772,0.20755525,0.7551067,-0.116416804,0.106768064,0.611429,0.9542628,0.17447542,0.43861187,0.27166092,1.4919744,-0.020448891,0.31688225,0.067691796,1.3903093,-0.28560588,-0.24225555,797.3993,802.6374,793.36993,796.5934,NaN,NaN,-0.4344482421875,-0.06927490234375,0.87255859375,4.02252197265625,-0.91217041015625,4.88983154296875,1,1.0,1.0,1.0,1.0,100.00
2024-02-10 18:35:29.845,0.032310467,0.073101506,-0.16053909,0.23515685,0.058237426,0.32585102,-0.35147685,0.1065637,0.56013745,1.027089,0.26135275,0.53667796,0.1931277,1.5478938,0.09968362,0.11840186,-0.11190686,1.3595666,-0.26294488,-0.31221282,782.0879,798.20514,784.90845,775.64105,NaN,NaN,-0.43035888671875,-0.08038330078125,0.87713623046875,4.02252197265625,-0.91217041015625,4.88983154296875,1,1.0,1.0,1.0,1.0,100.00
2024-02-10 18:35:30.848,-0.055677954,0.04014898,0.14386106,0.36336073,-0.010652091,0.56578517,-0.18108164,0.19094735,0.6611322,1.1296235,0.2734658,0.657425,0.19617067,1.599129,0.10959729,0.08281191,-0.22280814,1.3555936,-0.2259975,-0.35184464,797.8022,792.96704,793.7729,796.5934,NaN,NaN,-0.433349609375,-0.0677490234375,0.87188720703125,4.02252197265625,-0.91217041015625,4.88983154296875,1,1.0,1.0,1.0,1.0,100.00
2024-02-10 18:35:31.850,0.075655885,0.22386357,0.033004183,0.086919084,-0.06544136,0.70437783,-0.10911052,0.116480775,0.7159438,1.0659128,-0.022937441,0.58749133,0.16183238,1.5275809,-0.12808563,0.011804536,-0.25046578,1.4042168,-0.14271744,-0.2835613,796.99634,795.78754,788.5348,794.9817,NaN,NaN,-0.427734375,-0.071533203125,0.87677001953125,4.02252197265625,-0.91217041015625,4.88983154296875,1,1.0,1.0,1.0,1.0,100.00
2024-02-10 18:35:32.860,-0.0155827645,0.2510089,-0.22026405,-0.14031018,0.02383461,0.39440674,-0.18247974,0.07828886,0.82053334,0.88595587,0.031914227,0.8774119,0.10181777,1.4126297,-0.09336476,0.0014278268,-0.18269621,1.4030596,-0.14849302,-0.2979763,794.17584,787.326,792.1612,796.1905,NaN,NaN,-0.42755126953125,-0.07373046875,0.87701416015625,4.02252197265625,-0.91217041015625,4.88983154296875,1,1.0,1.0,1.0,1.0,100.00
2024-02-10 18:35:33.870,-0.009485242,0.2510089,-0.39937022,-0.040514525,0.20280474,0.39440674,-0.29701632,0.1741634,0.8598683,0.88595587,0.075063206,0.90195554,0.12908095,1.4126297,0.08130158,0.08180166,-0.043179784,1.4030596,-0.1766909,-0.2220488,796.99634,794.17584,794.57874,792.96704,NaN,NaN,-0.4259033203125,-0.06658935546875,0.88043212890625,4.02252197265625,-0.91217041015625,4.88983154296875,1,1.0,1.0,1.0,1.0,100.00
